0,100,100,100,100,100,100,100,100,100,100,100,100,100,100
9.12098421284124,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1.45142588955135,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,100,100,10.1900284058812,100,100,100,100,100,100,100,100,100,100,100
100,100,100,3.73943379304506,14.0035695473515,100,100,100,100,100,100,100,100,100,100
100,100,100,100,6.21153204247797,7.95283661829996,100,100,100,100,100,100,100,100,100
100,100,100,100,7.0042720729292,8.50990397202689,9.02385355440386,100,100,100,100,100,100,100,100
100,100,100,100,7.23669851328459,8.64729016970335,9.29152359119752,9.44755249455276,100,100,100,100,100,100,100
100,100,100,100,7.27009326812163,100,100,100,9.74311597355914,100,100,100,100,100,100
100,100,100,100,100,100,100,100,100,10.0202295921008,100,100,100,100,100
22.4374640267757,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,25.3459394783752,100,100,100,100,100,100,100,100,100,100,100,100,100
17.0449411302655,5.60552682572604,27.0797653161487,29.4280156442076,30.9960274557388,100,100,100,100,100,17.0335432321601,100,20.5896053725154,100,100
100,8.90483555287463,5.19353808990482,10.5698197699537,15.0981069874959,15.4455310306341,15.9411499019615,15.9845802501737,15.5745648448234,14.714716602989,14.0503583589769,10.1338426084258,10.3891715459688,19.0340379070535,100
4.2053184777298,5.02360057055012,17.5182586488897,20.9139747406338,6.10287393432172,8.16917596078909,8.79878139117169,9.2290107414836,9.59003736846893,9.89077098022351,10.1672798220671,100,100,10.5890586465016,100
